A1,1,20
A2,1,20
A3,1,20
A4,2,20
A5,2,20
A9,2,25
A10,2,25
A11,5,30
A12,5,30
A13,5,30
A14,7,30
A15,7,25
A16,7,20
A17,7,35
A18,8,20
A19,8,20
A20,8,20
A21,8,20
1,2,60
1,18,30
2,3,30
3,4,60
3,5,70
4,6,60
4,17,30
5,6,70
6,7,50
7,14,70
8,9,50
9,14,30
10,11,30
10,13,30
10,22,100
12,13,30
13,14,30
13,ey1,40
14,16,30
16,ey2,30
16,17,180
17,18,180
18,20,160
20,21,30
ex1,20,30
ex2,21,30
21,22,260
