a1,ex1,A14,0,heavy,0
a2,ex1,E26,300,heavy,0
a3,ex1,E22,480,heavy,0
a4,ex1,F50,720,heavy,0
a5,ex1,E12,840,heavy,0
a6,ex1,B9,1020,heavy,0
a7,ex2,B8,1260,medium,0
a8,ex1,A5,1380,jet,0
a9,ex1,E20,1500,heavy,0
a10,ex1,E27,1680,heavy,0
a11,ex1,B7,1800,heavy,0
a12,ex1,F52,2040,heavy,0
a13,ex2,A19,2220,medium,0
a14,ex1,A11,3120,heavy,0
a15,ex2,E3,3540,medium,0
d1,F32,ey2,60,medium,120
d2,E2,ey2,180,medium,120
d3,F36,ey1,300,heavy,120
d4,B5,ey2,540,medium,120
d5,201,ey1,780,heavy,120
d6,202,ey2,960,medium,120
d7,B10,ey1,1020,heavy,120
d8,E7,ey2,1200,medium,120
d9,E4,ey2,1740,medium,120
d10,A1,ey1,1860,heavy,120
d11,A21,ey2,1980,medium,120
d12,F35,ey2,2100,medium,120
d13,E28,ey1,2160,heavy,120
d14,F58,ey2,2280,medium,120
d15,E1,ey2,2400,medium,120
d16,F37,ey2,2460,medium,120
d17,A16,ey2,2520,medium,120
d18,A13,ey1,2640,heavy,120
d19,A4,ey2,2760,medium,120
d20,F54,ey1,2760,heavy,120
d21,200,ey2,2880,medium,120
d22,A3,ey2,2940,medium,120
d23,B1,ey2,3060,medium,120
d24,A18,ey2,3120,medium,120
d25,F56,ey1,3300,heavy,120
d26,B2,ey2,3420,medium,120
d27,A17,ey1,3480,heavy,120
d28,A2,ey1,3540,heavy,120
