a1,ex2,F34,0,medium,0
a2,ex2,E7,60,medium,0
a3,ex1,A3,240,heavy,0
a4,ex2,B6,360,medium,0
a5,ex2,B2,480,medium,0
a6,ex2,200,600,medium,0
a7,ex1,E5,600,heavy,0
a8,ex2,E11,720,medium,0
a9,ex2,F30,840,medium,0
a10,ex1,A13,960,heavy,0
a11,ex2,A11,1080,medium,0
a12,ex2,B5,1200,medium,0
a13,ex1,F42,1320,heavy,0
a14,ex2,E1,1620,medium,0
a15,ex2,B7,1800,medium,0
a16,ex2,A18,1920,medium,0
a17,ex1,E12,2100,heavy,0
a18,ex1,A4,2280,heavy,0
a19,ex2,E2,2460,medium,0
a20,ex2,A17,2520,medium,0
a21,ex2,F35,2640,medium,0
a22,ex2,F40,2760,medium,0
a23,ex1,A10,2880,jet,0
a24,ex2,F60,3060,medium,0
a25,ex2,E6,3180,medium,0
a26,ex2,203,3300,medium,0
a27,ex2,E10,3420,medium,0
a28,ex1,E27,3540,heavy,0
d1,F37,ey2,180,medium,120
d2,E28,ey2,240,medium,120
d3,F33,ey2,300,medium,120
d4,B10,ey2,480,medium,120
d5,A2,ey1,720,heavy,120
d6,A20,ey2,840,medium,120
d7,201,ey2,1020,medium,120
d8,A5,ey1,1440,heavy,120
d9,F56,ey2,1860,medium,120
d10,F58,ey1,1920,heavy,120
d11,A15,ey2,2040,medium,120
d12,E26,ey2,2160,medium,120
d13,B1,ey1,2760,heavy,120
d14,A19,ey2,2880,medium,120
d15,B4,ey2,3000,medium,120
d16,A1,ey2,3300,medium,120
d17,A14,ey2,3420,medium,120
d18,B8,ey1,3480,heavy,120
d19,B9,ey2,3600,medium,120
