a1,ex1,A14,300,heavy,0
a2,ex2,F41,480,medium,0
a3,ex2,B5,720,medium,0
a4,ex1,A10,1260,heavy,0
a5,ex1,B4,1500,jet,0
a6,ex1,A11,1680,heavy,0
a7,ex2,A12,2100,medium,0
a8,ex1,F58,2280,heavy,0
a9,ex1,203,2460,heavy,0
a10,ex2,F50,2580,medium,0
a11,ex1,A5,2700,jet,0
a12,ex1,E5,2940,heavy,0
a13,ex1,F32,3120,heavy,0
a14,ex1,E12,3240,heavy,0
a15,ex1,E28,3360,heavy,0
d1,F60,ey1,60,heavy,120
d2,B1,ey1,180,heavy,120
d3,F36,ey2,300,medium,120
d4,F37,ey2,420,medium,120
d5,E26,ey2,720,medium,120
d6,B10,ey1,840,heavy,120
d7,201,ey2,1200,medium,120
d8,F34,ey1,1320,heavy,120
d9,F30,ey2,1440,medium,120
d10,E10,ey2,1500,medium,120
d11,A17,ey2,1620,medium,120
d12,F54,ey2,1740,medium,120
d13,B9,ey2,1860,medium,120
d14,A15,ey2,1920,medium,120
d15,A18,ey1,1920,heavy,120
d16,A1,ey1,2040,heavy,120
d17,E11,ey2,2160,medium,120
d18,E1,ey2,2220,medium,120
d19,A20,ey2,2340,medium,120
d20,E6,ey2,2400,medium,120
d21,E24,ey2,2520,medium,120
d22,E4,ey1,2580,heavy,120
d23,A21,ey2,2700,medium,120
d24,B3,ey1,2880,heavy,120
d25,A9,ey1,2940,heavy,120
d26,A2,ey1,3060,heavy,120
d27,E2,ey2,3180,medium,120
d28,B6,ey2,3240,medium,120
d29,A3,ey2,3360,medium,120
d30,202,ey2,3420,medium,120
d31,B2,ey1,3540,heavy,120
