a1,ex1,E27,0,heavy,0
a2,ex2,F41,60,medium,0
a3,ex2,A19,120,medium,0
a4,ex2,B5,240,medium,0
a5,ex2,E6,360,medium,0
a6,ex2,F31,360,medium,0
a7,ex1,F59,480,heavy,0
a8,ex2,A18,720,medium,0
a9,ex2,E8,1140,medium,0
a10,ex1,A15,1380,heavy,0
a11,ex2,A16,1500,medium,0
a12,ex2,F35,1620,medium,0
a13,ex1,F58,1740,heavy,0
a14,ex1,E7,1800,heavy,0
a15,ex2,F37,1920,medium,0
a16,ex1,A13,2160,heavy,0
a17,ex1,B6,2280,heavy,0
a18,ex1,E28,2400,heavy,0
a19,ex2,E11,2520,medium,0
a20,ex1,F33,2580,heavy,0
a21,ex1,A12,2700,heavy,0
a22,ex2,B9,2880,medium,0
a23,ex2,A4,3000,medium,0
a24,ex2,E3,3060,medium,0
a25,ex2,B2,3240,medium,0
a26,ex2,F40,3300,medium,0
a27,ex1,A10,3360,jet,0
a28,ex2,203,3540,medium,0
d1,B10,ey2,120,medium,120
d2,F30,ey2,240,medium,120
d3,A5,ey2,300,medium,120
d4,E1,ey1,360,heavy,120
d5,202,ey2,480,medium,120
d6,B7,ey2,540,medium,120
d7,A1,ey2,780,medium,120
d8,E24,ey2,900,medium,120
d9,A21,ey1,960,heavy,120
d10,A9,ey1,1020,heavy,120
d11,F36,ey2,1140,medium,120
d12,E22,ey1,1260,heavy,120
d13,F60,ey2,1380,medium,120
d14,B4,ey2,1440,medium,120
d15,200,ey1,1560,heavy,120
d16,B1,ey1,1620,heavy,120
d17,A2,ey2,1740,medium,120
d18,A17,ey2,1860,medium,120
d19,B3,ey1,1980,heavy,120
d20,B8,ey2,2100,medium,120
