a1,ex1,F58,60,heavy,0
a2,ex1,F54,300,heavy,0
a3,ex2,201,480,medium,0
a4,ex1,E28,660,heavy,0
a5,ex2,B8,780,medium,0
a6,ex1,B5,960,jet,0
a7,ex2,A16,1320,medium,0
a8,ex1,B4,1560,jet,0
a9,ex2,A2,1800,medium,0
a10,ex1,B9,1920,heavy,0
a11,ex1,B6,2280,heavy,0
a12,ex2,A17,2520,medium,0
a13,ex1,E24,2760,heavy,0
a14,ex1,A21,3060,heavy,0
a15,ex1,B7,3300,jet,0
d1,B3,ey1,180,heavy,120
d2,E22,ey2,420,medium,120
d3,F32,ey1,480,heavy,120
d4,200,ey2,1020,medium,120
d5,A13,ey1,1140,heavy,120
d6,F37,ey2,1260,medium,120
d7,E4,ey1,1380,heavy,120
d8,E8,ey1,1500,heavy,120
d9,F31,ey2,1680,medium,120
d10,A20,ey1,1740,heavy,120
d11,F30,ey2,2040,medium,120
d12,E5,ey2,2100,medium,120
d13,F41,ey2,2220,medium,120
d14,A19,ey2,2340,medium,120
d15,A14,ey1,2340,heavy,120
d16,F50,ey2,2460,medium,120
d17,E3,ey1,2520,heavy,120
d18,A3,ey2,2640,medium,120
d19,E10,ey2,2760,medium,120
d20,F36,ey2,2880,medium,120
d21,E1,ey2,2940,medium,120
d22,E27,ey2,3000,medium,120
d23,B10,ey1,3180,heavy,120
d24,B2,ey1,3240,heavy,120
d25,F60,ey2,3360,medium,120
d26,B1,ey1,3480,heavy,120
