a1,ex1,E4,0,heavy,0
a2,ex2,F41,180,medium,0
a3,ex2,E2,180,medium,0
a4,ex1,B10,240,heavy,0
a5,ex1,F58,360,heavy,0
a6,ex2,200,600,medium,0
a7,ex2,F32,600,medium,0
a8,ex2,E6,720,medium,0
a9,ex1,E5,840,heavy,0
a10,ex2,B4,900,medium,0
a11,ex2,B7,1020,medium,0
a12,ex2,F37,1080,medium,0
a13,ex1,E11,1260,heavy,0
a14,ex2,A3,1320,medium,0
a15,ex1,B9,1440,heavy,0
a16,ex1,A16,1560,heavy,0
a17,ex1,A12,1680,heavy,0
a18,ex1,E28,1740,heavy,0
a19,ex1,B2,1920,jet,0
a20,ex2,B3,2040,medium,0
a21,ex2,E27,2160,medium,0
a22,ex2,F31,2280,medium,0
a23,ex2,A11,2340,medium,0
a24,ex2,E12,2520,medium,0
a25,ex2,F52,2580,medium,0
a26,ex2,A14,2820,medium,0
a27,ex1,A21,2940,heavy,0
a28,ex2,A17,3180,medium,0
a29,ex2,B8,3240,medium,0
a30,ex1,A4,3420,heavy,0
a31,ex1,A1,3600,heavy,0
d1,B5,ey1,60,heavy,120
d2,202,ey1,240,heavy,120
d3,B1,ey2,480,medium,120
d4,A18,ey2,600,medium,120
d5,A5,ey1,660,heavy,120
d6,F36,ey2,900,medium,120
d7,E26,ey2,1440,medium,120
d8,E1,ey2,1500,medium,120
d9,F34,ey2,1620,medium,120
d10,201,ey1,1680,heavy,120
d11,F56,ey2,1800,medium,120
d12,E20,ey2,2280,medium,120
d13,F54,ey2,2640,medium,120
d14,A10,ey1,3060,heavy,120
d15,B6,ey2,3240,medium,120
d16,A19,ey2,3300,medium,120
d17,A2,ey1,3420,heavy,120
